Year,Month,Day,Kp_00_03,Kp_03_06,Kp_06_09,Kp_09_12,Kp_12_15,Kp_15_18,Kp_18_21,Kp_21_24,ap_00_03,ap_03_06,ap_06_09,ap_09_12,ap_12_15,ap_15_18,ap_18_21,ap_21_24,Ap_daily,SunspotNumber,F107_adj
1996,5,1,1.667,2.667,2.0,1.333,1.0,1.0,1.667,1.0,6,12,7,5,4,4,6,4,6,0,68.9
1996,5,2,1.667,1.333,1.667,1.667,2.0,1.333,0.667,1.333,6,5,6,6,7,5,3,5,5,0,69.0
1996,5,3,1.0,2.0,1.0,1.0,2.333,2.0,1.0,2.667,4,7,4,4,9,7,4,12,6,0,69.5
1996,5,4,3.0,2.0,1.0,1.333,2.667,2.333,2.667,2.667,15,7,4,5,12,9,12,12,10,0,70.6
1996,5,5,3.0,2.0,3.0,1.333,1.333,1.0,0.0,0.667,15,7,15,5,5,4,0,3,7,0,72.0
1996,5,6,1.667,1.333,1.0,1.0,1.333,0.333,1.333,1.333,6,5,4,4,5,2,5,5,4,15,76.0
1996,5,7,2.0,0.667,0.333,1.333,1.333,0.667,1.0,1.333,7,3,2,5,5,3,4,5,4,17,76.3
1996,5,8,2.0,2.333,2.0,1.333,0.667,1.0,1.0,0.667,7,9,7,5,3,4,4,3,5,18,77.5
1996,5,9,1.333,2.0,0.333,0.333,1.667,1.667,0.667,1.333,5,7,2,2,6,6,3,5,4,17,77.7
1996,5,10,1.0,2.0,0.667,1.0,1.0,1.0,2.0,1.667,4,7,3,4,4,4,7,6,5,20,79.1
1996,5,11,1.0,1.667,1.0,1.0,2.0,1.0,1.0,0.667,4,6,4,4,7,4,4,3,4,25,78.0
1996,5,12,0.667,0.667,0.667,1.0,0.333,0.667,2.0,2.333,3,3,3,4,2,3,7,9,4,22,75.1
1996,5,13,3.0,2.333,3.667,2.333,3.0,3.0,2.333,3.0,15,9,22,9,15,15,9,15,14,21,74.3
1996,5,14,3.0,3.0,2.0,2.0,1.667,1.333,2.667,3.667,15,15,7,7,6,5,12,22,11,20,73.4
1996,5,15,0.667,1.333,3.0,1.667,2.333,2.0,3.0,1.0,3,5,15,6,9,7,15,4,8,15,72.5
1996,5,16,2.0,2.333,2.667,1.667,1.333,1.667,3.333,2.0,7,9,12,6,5,6,18,7,9,13,72.6
1996,5,17,2.333,1.667,2.333,3.333,1.0,0.667,1.0,1.667,9,6,9,18,4,3,4,6,7,11,72.9
1996,5,18,0.667,1.333,0.333,0.0,0.333,0.333,0.333,0.0,3,5,2,0,2,2,2,0,2,11,72.0
1996,5,19,0.667,0.333,1.667,2.0,1.667,2.0,3.0,2.333,3,2,6,7,6,7,15,9,7,0,70.4
1996,5,20,3.667,1.0,1.0,1.667,3.0,1.667,2.333,3.0,22,4,4,6,15,6,9,15,10,11,69.6
1996,5,21,3.0,2.0,2.0,2.333,1.667,2.333,2.333,1.0,15,7,7,9,6,9,9,4,8,0,68.5
1996,5,22,0.667,0.667,0.667,0.667,2.0,1.0,1.667,3.0,3,3,3,3,7,4,6,15,6,0,68.1
1996,5,23,1.667,1.667,1.333,0.333,1.333,1.0,0.667,1.0,6,6,5,2,5,4,3,4,4,0,68.9
1996,5,24,1.667,2.333,1.667,1.333,2.0,1.0,3.0,1.667,6,9,6,5,7,4,15,6,7,0,69.0
1996,5,25,1.333,2.667,0.333,1.333,1.333,1.667,1.667,2.333,5,12,2,5,5,6,6,9,6,0,68.7
1996,5,26,2.667,2.333,1.333,1.667,0.667,1.667,0.333,0.333,12,9,5,6,3,6,2,2,6,0,68.7
1996,5,27,0.0,1.0,1.333,1.667,1.667,3.667,3.0,3.0,0,4,5,6,6,22,15,15,9,0,68.4
1996,5,28,1.667,1.0,1.333,0.667,1.0,0.667,0.667,1.0,6,4,5,3,4,3,3,4,4,0,67.8
1996,5,29,1.0,1.333,1.667,3.0,2.333,2.333,2.333,2.333,4,5,6,15,9,9,9,9,8,0,68.3
1996,5,30,2.667,1.333,1.667,2.333,1.333,2.0,2.0,1.667,12,5,6,9,5,7,7,6,7,0,68.4
1996,5,31,1.667,1.667,1.333,2.333,1.667,1.667,2.0,2.667,6,6,5,9,6,6,7,12,7,0,69.9
1996,6,1,1.333,1.333,0.667,0.333,1.0,1.0,0.333,1.333,5,5,3,2,4,4,2,5,4,11,70.8
1996,6,2,1.0,1.333,0.667,0.333,0.333,1.0,1.667,1.333,4,5,3,2,2,4,6,5,4,11,70.7
1996,6,3,0.333,0.667,1.0,1.667,1.0,0.667,0.667,1.333,2,3,4,6,4,3,3,5,4,11,71.3
1996,6,4,1.333,1.667,1.0,0.667,0.667,1.333,1.0,1.333,5,6,4,3,3,5,4,5,4,13,71.6
1996,6,5,1.0,2.0,1.333,1.0,0.667,1.0,2.0,2.667,4,7,5,4,3,4,7,12,6,16,73.0
1996,6,6,2.333,4.333,3.667,3.333,2.667,2.333,2.0,1.333,9,32,22,18,12,9,7,5,14,32,73.9
1996,6,7,0.667,1.333,1.0,1.667,1.0,1.0,1.333,0.333,3,5,4,6,4,4,5,2,4,28,75.9
1996,6,8,0.667,0.667,1.0,1.333,1.0,0.667,2.333,1.333,3,3,4,5,4,3,9,5,4,28,72.9
1996,6,9,0.667,0.667,0.667,0.333,1.0,1.667,1.333,1.0,3,3,3,2,4,6,5,4,4,35,72.4
1996,6,10,1.0,1.667,0.667,1.667,1.667,1.0,1.0,0.667,4,6,3,6,6,4,4,3,4,17,71.5
1996,6,11,0.333,1.0,1.0,0.667,1.667,1.0,1.0,1.333,2,4,4,3,6,4,4,5,4,13,70.6
1996,6,12,1.333,1.0,1.333,0.667,1.333,0.667,1.0,0.333,5,4,5,3,5,3,4,2,4,13,69.7
1996,6,13,0.333,1.0,0.667,0.667,0.333,0.0,0.333,0.667,2,4,3,3,2,0,2,3,2,0,70.7
1996,6,14,0.667,1.0,1.0,1.0,1.0,0.333,0.667,0.667,3,4,4,4,4,2,3,3,3,0,70.1
1996,6,15,0.667,1.0,0.667,1.333,1.667,1.667,2.667,1.667,3,4,3,5,6,6,12,6,6,0,69.5
1996,6,16,1.667,2.0,1.0,0.667,1.333,1.333,1.333,0.667,6,7,4,3,5,5,5,3,5,0,69.6
1996,6,17,1.667,2.333,0.667,1.667,2.0,2.0,1.333,2.667,6,9,3,6,7,7,5,12,7,0,69.8
1996,6,18,1.0,1.0,1.667,1.0,1.0,1.333,1.667,3.667,4,4,6,4,4,5,6,22,7,14,69.9
1996,6,19,4.333,3.0,2.333,2.333,2.0,2.333,1.667,2.333,32,15,9,9,7,9,6,9,12,24,70.7
1996,6,20,2.333,2.0,1.667,1.667,1.667,1.333,1.333,0.667,9,7,6,6,6,5,5,3,6,11,71.9
1996,6,21,1.333,0.333,1.333,1.0,2.0,0.333,0.667,1.333,5,2,5,4,7,2,3,5,4,11,72.7
1996,6,22,1.333,0.333,0.667,0.333,1.0,1.0,1.0,1.333,5,2,3,2,4,4,4,5,4,11,72.6
1996,6,23,1.0,0.667,0.333,0.667,2.0,1.333,1.0,0.667,4,3,2,3,7,5,4,3,4,24,72.0
1996,6,24,2.667,1.333,1.333,1.0,1.0,1.333,2.333,1.0,12,5,5,4,4,5,9,4,6,25,75.2
1996,6,25,0.333,0.333,0.333,0.333,1.0,0.667,0.667,2.0,2,2,2,2,4,3,3,7,3,24,74.7
1996,6,26,1.333,0.667,1.0,1.0,1.0,0.667,0.667,1.667,5,3,4,4,4,3,3,6,4,25,74.5
1996,6,27,1.0,1.333,1.333,3.0,1.667,1.333,1.667,1.333,4,5,5,15,6,5,6,5,6,25,74.0
1996,6,28,2.667,1.667,1.333,0.667,1.333,0.667,1.333,2.333,12,6,5,3,5,3,5,9,6,25,74.2
1996,6,29,2.667,1.0,0.667,1.0,2.333,3.0,3.0,2.667,12,4,3,4,9,15,15,12,9,24,73.7
1996,6,30,1.667,1.333,1.667,1.0,1.0,0.333,1.0,1.667,6,5,6,4,4,2,4,6,5,24,73.6
1996,7,1,1.667,0.667,0.0,0.333,1.333,1.0,3.333,3.0,6,3,0,2,5,4,18,15,7,12,73.3
1996,7,2,2.667,1.667,0.667,1.0,0.667,1.333,1.667,2.667,12,6,3,4,3,5,6,12,6,14,72.8
1996,7,3,3.333,3.333,2.0,2.333,2.0,1.667,1.667,1.667,18,18,7,9,7,6,6,6,10,13,71.3
1996,7,4,3.0,3.333,2.333,1.0,1.0,1.333,2.0,1.0,15,18,9,4,4,5,7,4,8,0,71.5
1996,7,5,3.0,3.667,2.0,2.667,2.0,1.667,1.333,0.333,15,22,7,12,7,6,5,2,10,12,71.0
1996,7,6,0.667,1.333,1.0,1.667,1.333,1.667,1.333,0.667,3,5,4,6,5,6,5,3,5,0,70.5
1996,7,7,2.0,2.333,2.667,1.0,2.667,2.333,1.667,0.333,7,9,12,4,12,9,6,2,8,20,74.3
1996,7,8,1.667,1.667,3.333,2.0,3.0,3.0,1.667,2.333,6,6,18,7,15,15,6,9,10,37,84.3
1996,7,9,1.667,1.0,0.667,1.0,1.0,0.333,0.333,0.333,6,4,3,4,4,2,2,2,3,39,86.5
1996,7,10,0.0,0.667,0.667,0.667,0.333,0.667,0.667,0.333,0,3,3,3,2,3,3,2,2,37,82.5
1996,7,11,0.333,0.667,1.0,0.333,1.667,1.0,0.667,1.333,2,3,4,2,6,4,3,5,4,29,79.6
1996,7,12,1.333,2.333,2.667,2.0,1.667,1.333,2.333,2.667,5,9,12,7,6,5,9,12,8,19,76.2
1996,7,13,2.0,1.333,1.0,1.0,3.0,1.667,1.333,2.0,7,5,4,4,15,6,5,7,7,13,72.5
1996,7,14,1.333,1.667,1.667,1.0,1.0,0.667,1.667,3.0,5,6,6,4,4,3,6,15,6,0,70.0
1996,7,15,1.667,1.333,1.0,1.333,2.333,3.333,2.667,2.0,6,5,4,5,9,18,12,7,8,0,69.3
1996,7,16,0.667,1.667,0.667,1.667,1.667,1.333,1.0,2.0,3,6,3,6,6,5,4,7,5,0,69.1
1996,7,17,2.667,3.0,1.667,1.667,2.667,2.0,1.333,1.333,12,15,6,6,12,7,5,5,8,0,69.0
1996,7,18,1.667,1.0,2.0,1.0,1.0,2.333,1.0,1.333,6,4,7,4,4,9,4,5,5,0,67.0
1996,7,19,1.667,1.333,1.0,1.0,1.667,1.0,0.667,1.333,6,5,4,4,6,4,3,5,5,0,68.3
1996,7,20,2.667,2.333,1.667,2.333,2.667,2.0,2.0,1.333,12,9,6,9,12,7,7,5,8,0,67.5
1996,7,21,1.667,1.667,1.0,1.667,1.667,2.333,2.667,1.667,6,6,4,6,6,9,12,6,7,0,67.2
1996,7,22,2.0,1.667,1.333,0.667,1.333,1.333,2.667,1.667,7,6,5,3,5,5,12,6,6,0,68.2
1996,7,23,1.667,2.0,1.0,1.0,1.0,1.667,1.333,0.667,6,7,4,4,4,6,5,3,5,0,68.9
1996,7,24,0.333,1.0,1.0,1.0,0.667,1.0,0.667,2.0,2,4,4,4,3,4,3,7,4,0,68.3
1996,7,25,1.333,1.0,1.0,1.667,1.333,2.0,2.333,1.667,5,4,4,6,5,7,9,6,6,0,70.4
1996,7,26,1.667,1.667,1.333,0.667,1.0,1.0,1.667,2.0,6,6,5,3,4,4,6,7,5,12,72.4
1996,7,27,0.667,1.333,1.0,1.333,1.0,1.0,0.333,0.0,3,5,4,5,4,4,2,0,3,13,75.6
1996,7,28,1.333,0.667,0.0,0.667,2.667,3.667,4.333,2.333,5,3,0,3,12,22,32,9,11,17,77.8
1996,7,29,1.0,1.667,1.667,1.333,1.333,1.333,0.333,0.667,4,6,6,5,5,5,2,3,4,22,80.3
1996,7,30,2.0,2.667,2.333,1.333,1.333,0.333,2.333,2.0,7,12,9,5,5,2,9,7,7,27,82.3
1996,7,31,3.667,1.667,1.667,4.0,3.667,3.333,2.0,3.0,22,6,6,27,22,18,7,15,15,30,82.7
1996,8,1,3.333,3.0,2.667,2.0,2.667,2.0,1.667,3.333,18,15,12,7,12,7,6,18,12,26,82.8
1996,8,2,2.667,1.333,3.0,2.333,3.0,1.667,1.0,1.333,12,5,15,9,15,6,4,5,9,31,81.9
1996,8,3,1.667,2.333,1.667,2.667,1.333,1.333,0.667,2.0,6,9,6,12,5,5,3,7,7,31,81.6
1996,8,4,0.667,1.0,2.0,2.0,1.333,1.667,1.333,1.0,3,4,7,7,5,6,5,4,5,29,79.9
1996,8,5,2.0,2.333,1.667,1.0,1.667,1.0,1.333,1.667,7,9,6,4,6,4,5,6,6,22,76.2
1996,8,6,1.0,1.0,1.0,1.0,2.333,2.333,3.0,2.0,4,4,4,4,9,9,15,7,7,14,75.1
1996,8,7,0.667,1.0,1.333,1.333,0.667,1.0,2.667,1.667,3,4,5,5,3,4,12,6,5,23,73.7
1996,8,8,1.0,1.333,0.667,1.0,0.667,1.0,0.667,1.333,4,5,3,4,3,4,3,5,4,15,71.7
1996,8,9,2.0,0.333,0.333,2.0,2.333,2.333,2.0,2.667,7,2,2,7,9,9,7,12,7,19,72.1
1996,8,10,1.667,2.0,1.0,0.667,1.0,0.667,0.667,0.667,6,7,4,3,4,3,3,3,4,20,73.6
1996,8,11,1.667,0.667,1.333,0.333,0.333,1.0,1.333,2.0,6,3,5,2,2,4,5,7,4,29,74.8
1996,8,12,1.333,1.333,1.0,1.0,1.0,0.667,0.667,2.0,5,5,4,4,4,3,3,7,4,23,72.0
1996,8,13,2.667,1.667,1.0,1.0,1.667,0.667,0.667,1.0,12,6,4,4,6,3,3,4,5,16,71.4
1996,8,14,1.667,1.667,1.0,2.333,3.333,3.0,3.667,3.0,6,6,4,9,18,15,22,15,12,29,70.5
1996,8,15,2.0,1.333,2.0,2.333,1.333,1.667,1.0,1.0,7,5,7,9,5,6,4,4,6,26,69.3
1996,8,16,1.667,1.333,1.667,3.0,2.667,3.0,3.333,2.333,6,5,6,15,12,15,18,9,11,14,69.3
1996,8,17,3.667,3.0,2.333,2.333,2.0,1.667,1.0,2.0,22,15,9,9,7,6,4,7,10,15,69.5
1996,8,18,0.667,0.667,1.0,1.667,1.333,2.0,1.333,1.333,3,3,4,6,5,7,5,5,5,12,68.4
1996,8,19,1.333,1.333,1.333,1.333,1.0,1.0,0.333,1.333,5,5,5,5,4,4,2,5,4,15,69.3
1996,8,20,1.667,1.667,2.667,2.333,2.333,1.667,2.0,1.0,6,6,12,9,9,6,7,4,7,14,70.1
1996,8,21,0.333,1.333,1.0,2.0,1.667,1.0,1.667,1.333,2,5,4,7,6,4,6,5,5,14,71.3
1996,8,22,1.333,1.667,0.333,0.333,1.333,2.333,0.667,1.333,5,6,2,2,5,9,3,5,5,12,74.5
1996,8,23,2.333,3.333,3.333,2.667,2.667,1.0,2.0,1.667,9,18,18,12,12,4,7,6,11,14,75.8
1996,8,24,2.333,2.0,1.667,1.667,2.333,1.667,1.667,3.0,9,7,6,6,9,6,6,15,8,22,76.2
1996,8,25,3.667,2.667,3.667,2.667,2.667,3.667,3.0,2.0,22,12,22,12,12,22,15,7,16,14,76.3
1996,8,26,2.333,3.0,3.333,2.0,1.0,1.667,2.0,3.0,9,15,18,7,4,6,7,15,10,18,75.8
1996,8,27,3.0,3.667,3.333,2.333,1.667,3.0,2.667,2.667,15,22,18,9,6,15,12,12,14,18,75.9
1996,8,28,3.0,2.333,2.333,2.333,3.333,3.0,2.667,3.333,15,9,9,9,18,15,12,18,13,15,74.7
1996,8,29,4.667,5.667,5.333,3.667,4.0,3.667,3.0,5.333,39,67,56,22,27,22,15,56,38,15,75.0
1996,8,30,5.0,3.0,3.333,1.333,1.333,2.333,2.667,2.667,48,15,18,5,5,9,12,12,16,19,74.7
1996,8,31,3.0,3.333,3.0,3.0,2.667,1.667,1.667,0.667,15,18,15,15,12,6,6,3,11,26,77.6
1996,9,1,2.667,1.667,1.333,1.667,1.0,1.0,1.667,0.333,12,6,5,6,4,4,6,2,6,24,74.8
1996,9,2,1.0,1.667,1.333,1.333,1.333,1.333,0.667,1.0,4,6,5,5,5,5,3,4,5,17,73.6
1996,9,3,0.0,0.667,0.667,1.0,0.667,0.667,0.333,0.667,0,3,3,4,3,3,2,3,3,13,72.4
1996,9,4,0.333,0.667,0.667,1.667,2.0,3.0,2.0,4.333,2,3,3,6,7,15,7,32,9,0,72.0
1996,9,5,2.0,2.333,1.667,1.333,1.0,1.333,1.0,2.0,7,9,6,5,4,5,4,7,6,0,71.4
1996,9,6,2.333,1.0,1.333,1.667,1.333,1.333,0.333,2.0,9,4,5,6,5,5,2,7,5,0,70.8
1996,9,7,1.667,2.667,2.667,2.333,1.667,0.667,1.0,2.0,6,12,12,9,6,3,4,7,7,22,70.5
1996,9,8,2.667,2.667,0.667,1.333,1.667,0.667,1.333,0.667,12,12,3,5,6,3,5,3,6,0,69.2
1996,9,9,0.333,0.667,0.333,2.0,1.667,1.0,1.667,4.333,2,3,2,7,6,4,6,32,8,0,68.8
1996,9,10,5.0,5.0,4.667,4.667,3.667,3.0,4.0,2.333,48,48,39,39,22,15,27,9,31,0,68.9
1996,9,11,3.333,4.0,3.333,3.0,3.333,2.667,2.667,4.333,18,27,18,15,18,12,12,32,19,0,68.5
1996,9,12,4.667,3.667,5.0,3.0,4.0,4.333,3.0,4.333,39,22,48,15,27,32,15,32,29,15,68.6
1996,9,13,4.667,2.333,2.333,3.0,2.0,2.333,4.0,4.0,39,9,9,15,7,9,27,27,18,0,68.1
1996,9,14,3.667,2.667,2.333,3.0,1.667,1.333,1.667,1.333,22,12,9,15,6,5,6,5,10,0,67.9
1996,9,15,2.0,2.0,3.0,2.667,4.0,2.333,5.0,3.333,7,7,15,12,27,9,48,18,18,0,67.1
1996,9,16,2.333,4.0,4.0,3.0,3.333,4.0,2.0,2.333,9,27,27,15,18,27,7,9,17,0,68.7
1996,9,17,3.0,3.0,1.333,1.333,1.333,1.667,2.0,2.667,15,15,5,5,5,6,7,12,9,0,69.6
1996,9,18,3.667,1.667,3.667,3.667,4.0,3.0,3.0,2.667,22,6,22,22,27,15,15,12,18,0,69.6
1996,9,19,1.333,0.667,1.667,2.667,2.667,5.0,3.667,2.333,5,3,6,12,12,48,22,9,15,0,69.8
1996,9,20,4.667,4.0,4.333,5.667,4.333,3.333,3.0,4.667,39,27,32,67,32,18,15,39,34,0,69.7
1996,9,21,5.0,4.333,4.667,4.333,3.333,4.333,3.333,3.0,48,32,39,32,18,32,18,15,29,0,70.3
1996,9,22,3.667,3.667,5.333,3.333,4.667,5.333,2.0,1.667,22,22,56,18,39,56,7,6,28,0,69.1
1996,9,23,3.0,4.667,3.667,5.0,4.0,4.667,2.667,3.0,15,39,22,48,27,39,12,15,27,0,70.4
1996,9,24,2.333,2.0,2.0,2.333,2.667,1.333,2.0,1.667,9,7,7,9,12,5,7,6,8,0,70.4
1996,9,25,1.0,3.667,2.667,2.333,2.333,2.333,1.0,2.333,4,22,12,9,9,9,4,9,10,0,71.2
1996,9,26,2.667,4.333,3.0,2.333,3.0,4.333,6.333,4.333,12,32,15,9,15,32,94,32,30,0,70.4
1996,9,27,4.333,4.0,2.667,3.667,2.667,2.0,1.0,2.333,32,27,12,22,12,7,4,9,16,0,70.1
1996,9,28,1.667,4.333,3.667,2.0,3.0,3.333,2.667,1.667,6,32,22,7,15,18,12,6,15,0,71.2
1996,9,29,2.333,2.667,2.333,1.0,1.667,1.333,2.333,0.667,9,12,9,4,6,5,9,3,7,0,70.3
1996,9,30,0.333,1.667,1.0,1.0,1.333,1.333,1.0,0.333,2,6,4,4,5,5,4,2,4,0,69.7
1996,10,1,1.667,2.0,1.0,0.0,0.333,0.333,2.0,2.333,6,7,4,0,2,2,7,9,5,0,69.6
1996,10,2,1.0,2.0,2.333,1.0,3.0,3.333,2.0,2.667,4,7,9,4,15,18,7,12,10,0,69.8
1996,10,3,2.333,3.667,3.667,1.667,2.333,3.333,3.667,3.0,9,22,22,6,9,18,22,15,15,0,69.6
1996,10,4,1.0,1.667,0.667,0.667,2.333,2.667,1.333,1.667,4,6,3,3,9,12,5,6,6,0,69.4
1996,10,5,0.667,1.0,0.333,1.0,0.667,0.333,1.0,0.333,3,4,2,4,3,2,4,2,3,0,68.5
1996,10,6,1.333,0.333,1.0,0.667,0.667,0.333,0.0,0.0,5,2,4,3,3,2,0,0,2,0,68.8
1996,10,7,0.0,0.333,0.0,1.0,1.0,1.333,2.0,1.667,0,2,0,4,4,5,7,6,4,0,68.2
1996,10,8,1.667,1.667,1.667,1.667,2.0,3.0,4.0,2.0,6,6,6,6,7,15,27,7,10,0,67.7
1996,10,9,2.667,4.667,4.333,2.333,2.667,2.667,4.0,3.333,12,39,32,9,12,12,27,18,20,0,67.7
1996,10,10,3.0,4.0,1.333,1.667,2.333,2.333,2.0,1.333,15,27,5,6,9,9,7,5,10,0,67.4
1996,10,11,1.667,1.667,1.0,1.333,2.667,2.333,2.667,1.667,6,6,4,5,12,9,12,6,8,0,66.4
1996,10,12,2.0,3.333,2.333,3.0,3.667,3.667,2.667,3.0,7,18,9,15,22,22,12,15,15,0,66.9
1996,10,13,3.0,5.0,4.333,3.333,1.667,2.333,2.333,2.667,15,48,32,18,6,9,9,12,19,0,67.3
1996,10,14,4.333,3.333,2.0,3.333,3.0,2.667,0.667,1.333,32,18,7,18,15,12,3,5,14,0,68.2
1996,10,15,1.667,2.333,1.333,0.667,0.333,1.0,1.667,0.667,6,9,5,3,2,4,6,3,5,0,68.6
1996,10,16,2.667,1.667,2.667,2.0,3.333,3.0,2.0,1.0,12,6,12,7,18,15,7,4,10,0,68.1
1996,10,17,0.667,1.0,0.667,1.333,1.0,1.667,2.0,3.0,3,4,3,5,4,6,7,15,6,0,68.0
1996,10,18,5.333,5.333,4.333,3.667,2.333,2.0,3.0,3.333,56,56,32,22,9,7,15,18,27,0,69.0
1996,10,19,4.333,4.333,3.667,4.667,5.0,5.333,3.333,5.333,32,32,22,39,48,56,18,56,38,0,70.4
1996,10,20,4.0,4.0,3.667,2.333,2.667,2.333,2.333,2.667,27,27,22,9,12,9,9,12,16,0,70.6
1996,10,21,2.333,2.333,2.0,2.333,1.0,2.667,1.333,1.667,9,9,7,9,4,12,5,6,8,0,69.0
1996,10,22,3.667,4.0,3.333,4.0,4.0,4.333,4.667,6.667,22,27,18,27,27,32,39,111,38,0,69.1
1996,10,23,7.333,5.667,3.667,3.333,1.667,3.0,2.333,2.0,154,67,22,18,6,15,9,7,37,0,69.8
1996,10,24,3.667,2.667,2.333,2.0,2.0,2.667,2.0,1.333,22,12,9,7,7,12,7,5,10,0,69.1
1996,10,25,1.333,2.0,3.0,2.0,1.333,0.667,1.667,1.0,5,7,15,7,5,3,6,4,6,7,69.1
1996,10,26,2.667,1.333,1.0,0.667,0.667,1.333,0.333,0.333,12,5,4,3,3,5,2,2,4,7,70.3
1996,10,27,0.667,0.667,0.667,2.333,2.0,0.333,0.667,1.667,3,3,3,9,7,2,3,6,4,7,71.2
1996,10,28,3.667,3.667,3.0,2.667,2.333,2.333,2.667,3.0,22,22,15,12,9,9,12,15,14,0,67.5
1996,10,29,3.333,2.667,2.0,2.333,3.333,3.0,3.0,3.333,18,12,7,9,18,15,15,18,14,0,69.4
1996,10,30,2.0,2.0,1.667,2.0,1.667,4.333,4.333,3.333,7,7,6,7,6,32,32,18,14,0,69.7
1996,10,31,3.333,2.333,2.0,1.667,1.0,1.0,1.333,1.667,18,9,7,6,4,4,5,6,7,0,68.6
1996,11,1,1.667,0.667,0.333,0.0,0.667,0.667,0.333,0.667,6,3,2,0,3,3,2,3,3,0,68.5
1996,11,2,1.0,0.667,0.667,0.333,0.0,0.333,0.0,0.333,4,3,3,2,0,2,0,2,2,0,67.9
1996,11,3,0.333,0.0,0.0,0.0,0.0,0.333,1.333,1.667,2,0,0,0,0,2,5,6,2,0,68.3
1996,11,4,2.667,1.333,2.0,3.0,3.0,2.333,2.0,2.333,12,5,7,15,15,9,7,9,10,0,67.8
1996,11,5,2.0,2.333,2.0,1.0,1.0,2.0,1.667,1.667,7,9,7,4,4,7,6,6,6,0,67.1
1996,11,6,2.667,3.0,2.0,2.333,0.333,1.333,1.667,2.333,12,15,7,9,2,5,6,9,8,0,68.0
1996,11,7,1.0,2.0,1.333,1.0,0.333,1.333,0.667,1.0,4,7,5,4,2,5,3,4,4,0,67.3
1996,11,8,0.667,2.0,1.0,1.333,0.667,1.0,0.667,0.333,3,7,4,5,3,4,3,2,4,0,67.8
1996,11,9,0.667,2.667,2.0,2.667,3.0,2.0,3.667,2.333,3,12,7,12,15,7,22,9,11,11,68.9
1996,11,10,3.667,2.667,1.667,2.0,2.0,2.0,1.667,0.667,22,12,6,7,7,7,6,3,9,17,69.6
1996,11,11,0.667,0.667,0.667,0.667,0.333,1.667,2.0,1.0,3,3,3,3,2,6,7,4,4,20,70.0
1996,11,12,3.333,2.333,3.0,2.0,1.667,1.0,0.333,1.667,18,9,15,7,6,4,2,6,8,15,70.7
1996,11,13,1.333,2.333,1.0,2.0,2.0,3.0,5.0,4.333,5,9,4,7,7,15,48,32,16,15,71.5
1996,11,14,5.333,2.333,1.667,3.333,3.333,3.333,4.0,3.0,56,9,6,18,18,18,27,15,21,0,72.1
1996,11,15,3.0,2.333,2.333,3.667,4.0,3.667,2.333,1.0,15,9,9,22,27,22,9,4,15,28,71.9
1996,11,16,1.0,1.333,1.333,1.333,1.333,1.0,1.0,1.333,4,5,5,5,5,4,4,5,5,56,72.2
1996,11,17,2.0,2.0,2.667,2.667,1.333,1.333,4.0,4.0,7,7,12,12,5,5,27,27,13,25,70.4
1996,11,18,3.667,4.0,2.667,2.667,3.0,2.667,2.333,1.333,22,27,12,12,15,12,9,5,14,13,72.4
1996,11,19,3.0,3.0,2.0,1.667,2.0,1.667,1.667,3.0,15,15,7,6,7,6,6,15,10,14,72.6
1996,11,20,2.0,1.667,1.667,1.667,0.667,2.0,2.667,3.333,7,6,6,6,3,7,12,18,8,13,72.7
1996,11,21,3.0,2.333,1.0,0.667,0.333,1.0,1.0,1.333,15,9,4,3,2,4,4,5,6,25,72.6
1996,11,22,2.0,1.0,1.333,1.0,1.333,1.333,0.333,0.333,7,4,5,4,5,5,2,2,4,33,80.6
1996,11,23,0.333,1.333,1.333,1.0,0.333,0.667,1.667,1.0,2,5,5,4,2,3,6,4,4,61,88.7
1996,11,24,0.333,0.667,1.667,2.667,2.667,2.667,1.667,4.667,2,3,6,12,12,12,6,39,12,63,97.3
1996,11,25,2.667,2.667,2.333,2.0,1.0,1.0,1.0,1.0,12,12,9,7,4,4,4,4,7,79,101.7
1996,11,26,2.0,1.333,0.667,1.333,2.667,2.333,1.333,2.0,7,5,3,5,12,9,5,7,7,72,100.8
1996,11,27,4.0,3.667,2.333,2.0,1.333,0.667,0.667,1.333,27,22,9,7,5,3,3,5,10,63,100.0
1996,11,28,2.667,3.0,1.0,2.0,1.667,2.0,1.333,0.667,12,15,4,7,6,7,5,3,7,47,95.4
1996,11,29,0.667,1.0,0.333,0.667,1.667,2.333,2.0,1.667,3,4,2,3,6,9,7,6,5,43,88.5
1996,11,30,0.667,0.333,0.667,0.0,0.0,0.333,0.0,0.667,3,2,3,0,0,2,0,3,2,35,85.1
1996,12,1,0.667,0.667,0.0,0.667,0.667,1.333,0.333,1.0,3,3,0,3,3,5,2,4,3,24,80.8
1996,12,2,0.667,2.333,0.667,1.667,0.667,4.0,3.667,2.333,3,9,3,6,3,27,22,9,10,13,75.7
1996,12,3,3.0,2.667,1.0,2.0,2.0,2.0,1.333,1.667,15,12,4,7,7,7,5,6,8,0,70.7
1996,12,4,2.0,2.0,1.0,1.333,2.667,3.667,3.0,3.0,7,7,4,5,12,22,15,15,11,0,68.6
1996,12,5,0.667,0.0,0.667,0.667,0.667,0.0,0.333,0.333,3,0,3,3,3,0,2,2,2,0,67.6
