Year,Month,Day,Kp_00_03,Kp_03_06,Kp_06_09,Kp_09_12,Kp_12_15,Kp_15_18,Kp_18_21,Kp_21_24,ap_00_03,ap_03_06,ap_06_09,ap_09_12,ap_12_15,ap_15_18,ap_18_21,ap_21_24,Ap_daily,SunspotNumber,F107_adj
2021,9,1,1.667,1.333,1.0,1.667,1.0,0.667,0.333,1.333,6,5,4,6,4,3,2,5,4,38,85.7
2021,9,2,0.667,0.667,0.333,1.333,1.333,0.667,1.333,0.0,3,3,2,5,5,3,5,0,3,33,87.3
2021,9,3,1.0,1.333,1.333,2.333,2.333,1.667,1.333,2.333,4,5,5,9,9,6,5,9,6,26,85.3
2021,9,4,1.667,0.667,1.0,1.667,0.667,0.667,0.667,2.0,6,3,4,6,3,3,3,7,4,71,88.0
2021,9,5,2.0,2.333,1.333,1.0,2.0,1.667,0.333,1.0,7,9,5,4,7,6,2,4,6,74,94.9
2021,9,6,2.0,2.667,0.333,1.0,0.667,1.667,1.333,2.0,7,12,2,4,3,6,5,7,6,83,101.1
2021,9,7,0.667,0.667,1.0,2.0,1.667,2.0,2.667,3.667,3,3,4,7,6,7,12,22,8,84,102.8
2021,9,8,4.0,1.667,3.0,4.0,3.0,2.333,2.333,1.0,27,6,15,27,15,9,9,4,14,97,101.9
2021,9,9,0.667,1.667,1.0,1.0,0.667,0.667,1.0,1.667,3,6,4,4,3,3,4,6,4,101,101.1
2021,9,10,1.0,2.0,1.667,0.667,0.667,1.333,3.0,3.333,4,7,6,3,3,5,15,18,8,96,97.6
2021,9,11,3.333,0.333,1.667,1.333,1.0,1.0,1.667,1.667,18,2,6,5,4,4,6,6,6,72,93.0
2021,9,12,1.0,1.0,1.333,2.0,1.333,1.667,1.333,1.667,4,4,5,7,5,6,5,6,5,49,88.8
2021,9,13,1.0,0.333,3.0,1.667,2.667,2.333,1.667,2.667,4,2,15,6,12,9,6,12,8,33,84.3
2021,9,14,2.0,0.333,1.0,1.667,2.333,1.333,1.667,0.667,7,2,4,6,9,5,6,3,5,23,79.0
2021,9,15,1.667,2.0,1.333,1.333,0.667,0.667,0.667,2.0,6,7,5,5,3,3,3,7,5,10,76.1
2021,9,16,0.667,1.333,0.333,0.333,0.333,0.667,0.667,1.0,3,5,2,2,2,3,3,4,3,0,74.0
2021,9,17,2.0,3.0,0.667,3.333,3.0,3.667,5.0,5.333,7,15,3,18,15,22,48,56,23,0,74.1
2021,9,18,2.667,3.333,3.0,2.333,1.667,0.333,0.333,0.667,12,18,15,9,6,2,2,3,8,0,74.4
2021,9,19,0.667,0.0,0.0,0.333,1.333,0.0,0.333,0.0,3,0,0,2,5,0,2,0,2,13,75.7
2021,9,20,1.333,0.333,0.0,1.0,0.333,0.333,0.333,1.0,5,2,0,4,2,2,2,4,3,43,80.7
2021,9,21,2.333,0.0,0.333,0.333,0.667,2.667,2.333,3.0,9,0,2,2,3,12,9,15,6,65,85.5
2021,9,22,3.667,2.667,4.0,2.667,1.333,0.667,1.333,2.0,22,12,27,12,5,3,5,7,12,81,89.2
2021,9,23,2.333,2.667,3.667,1.667,2.0,1.667,1.333,0.333,9,12,22,6,7,6,5,2,9,70,90.2
2021,9,24,2.0,2.0,1.667,1.0,1.0,3.333,1.667,0.667,7,7,6,4,4,18,6,3,7,60,88.9
2021,9,25,2.0,2.333,1.667,1.667,1.0,0.667,1.0,2.0,7,9,6,6,4,3,4,7,6,45,88.9
2021,9,26,0.333,0.333,0.0,0.0,0.0,0.0,0.333,0.667,2,2,0,0,0,0,2,3,1,50,86.7
2021,9,27,2.333,2.333,1.0,1.0,0.667,1.667,1.333,2.333,9,9,4,4,3,6,5,9,6,50,85.6
2021,9,28,1.333,2.0,2.333,2.333,2.0,2.0,3.0,2.667,5,7,9,9,7,7,15,12,9,57,89.3
2021,9,29,0.333,0.0,0.667,1.333,2.0,1.0,1.667,1.333,2,0,3,5,7,4,6,5,4,70,102.0
2021,9,30,1.333,0.0,0.0,0.667,1.0,2.667,4.0,2.333,5,0,0,3,4,12,27,9,8,45,94.8
2021,10,1,3.0,2.333,3.667,3.333,3.333,2.333,1.667,0.0,15,9,22,18,18,9,6,0,12,38,90.7
2021,10,2,0.0,0.0,0.667,4.0,3.0,2.333,1.0,0.0,0,0,3,27,15,9,4,0,7,34,87.1
2021,10,3,0.0,2.0,1.0,1.667,1.667,1.333,1.0,2.0,0,7,4,6,6,5,4,7,5,27,86.1
2021,10,4,2.667,1.333,0.667,0.667,0.333,0.667,0.333,1.667,12,5,3,3,2,3,2,6,4,35,83.5
2021,10,5,2.333,2.667,0.333,0.333,0.667,0.333,0.333,1.0,9,12,2,2,3,2,2,4,4,30,81.7
2021,10,6,2.0,1.667,1.333,2.0,2.333,3.0,2.667,0.667,7,6,5,7,9,15,12,3,8,26,84.7
2021,10,7,0.667,0.333,0.333,0.667,1.0,1.333,0.667,0.0,3,2,2,3,4,5,3,0,3,16,85.6
2021,10,8,2.0,1.333,0.667,0.333,0.333,0.0,1.0,0.333,7,5,3,2,2,0,4,2,3,19,92.2
2021,10,9,1.333,1.333,0.667,1.0,1.667,0.667,0.667,0.667,5,5,3,4,6,3,3,3,4,23,80.8
2021,10,10,0.333,1.667,1.0,1.333,2.667,2.333,2.333,4.667,2,6,4,5,12,9,9,39,11,38,84.2
2021,10,11,3.333,3.333,2.667,2.0,2.667,1.333,3.333,3.667,18,18,12,7,12,5,18,22,14,30,88.2
2021,10,12,5.0,6.0,4.667,6.333,4.667,4.333,3.333,3.333,48,80,39,94,39,32,18,18,46,17,83.1
2021,10,13,3.333,2.0,0.667,0.0,0.333,0.667,0.667,0.667,18,7,3,0,2,3,3,3,5,20,83.1
2021,10,14,2.0,2.0,1.0,2.0,1.333,1.333,2.333,2.0,7,7,4,7,5,5,9,7,6,20,83.6
2021,10,15,1.667,1.667,1.333,1.333,0.0,0.0,0.333,2.333,6,6,5,5,0,0,2,9,4,12,81.2
2021,10,16,3.0,2.0,0.667,1.333,0.0,1.333,1.0,0.333,15,7,3,5,0,5,4,2,5,11,79.8
2021,10,17,0.333,1.0,1.0,2.333,2.0,2.333,4.0,3.667,2,4,4,9,7,9,27,22,10,0,77.1
2021,10,18,3.333,2.667,1.667,0.667,2.0,1.667,2.0,2.667,18,12,6,3,7,6,7,12,9,17,76.2
2021,10,19,2.333,3.0,1.667,1.0,2.0,4.0,4.0,1.333,9,15,6,4,7,27,27,5,12,13,78.2
2021,10,20,1.0,2.333,0.667,0.667,1.667,1.333,1.333,2.0,4,9,3,3,6,5,5,7,5,12,77.2
2021,10,21,1.667,1.667,1.333,1.0,0.667,1.667,1.0,2.0,6,6,5,4,3,6,4,7,5,17,81.6
2021,10,22,0.667,0.0,0.333,0.333,1.667,0.333,0.667,1.333,3,0,2,2,6,2,3,5,3,36,84.8
2021,10,23,1.667,0.0,0.333,0.333,0.333,0.333,1.0,0.333,6,0,2,2,2,2,4,2,2,48,89.1
2021,10,24,0.667,0.667,0.333,0.667,1.0,1.667,1.0,0.667,3,3,2,3,4,6,4,3,4,40,92.8
2021,10,25,0.667,1.333,0.667,0.333,1.0,2.333,1.0,0.667,3,5,3,2,4,9,4,3,4,66,100.6
2021,10,26,1.333,1.667,0.667,0.667,0.667,0.667,0.333,2.333,5,6,3,3,3,3,2,9,4,90,109.4
2021,10,27,0.667,0.0,0.0,0.333,1.0,0.333,0.667,0.333,3,0,0,2,4,2,3,2,2,103,110.8
2021,10,28,0.0,0.0,0.0,0.0,0.0,1.333,0.333,0.0,0,0,0,0,0,5,2,0,1,97,111.3
2021,10,29,0.0,0.0,0.0,0.0,0.0,0.667,0.333,1.333,0,0,0,0,0,3,2,5,1,82,106.5
2021,10,30,2.0,2.667,2.333,0.667,0.667,1.667,1.667,3.667,7,12,9,3,3,6,6,22,8,76,108.9
2021,10,31,2.333,2.333,0.333,3.0,4.0,2.333,3.0,4.0,9,9,2,15,27,9,15,27,14,65,100.2
2021,11,1,2.333,2.667,1.0,1.667,0.667,0.667,2.667,3.333,9,12,4,6,3,3,12,18,8,51,96.1
2021,11,2,3.333,4.667,2.667,3.667,3.333,2.333,2.667,2.0,18,39,12,22,18,9,12,7,17,43,94.5
2021,11,3,2.667,1.0,1.333,0.667,1.0,0.667,4.0,6.333,12,4,5,3,4,3,27,94,19,33,90.9
2021,11,4,6.333,5.667,7.0,7.667,5.667,3.667,1.667,2.0,94,67,132,179,67,22,6,7,72,28,90.8
2021,11,5,1.333,3.333,1.667,0.667,2.333,3.667,3.0,2.667,5,18,6,3,9,22,15,12,11,37,89.6
2021,11,6,4.0,3.0,3.0,3.333,1.667,3.667,3.0,3.0,27,15,15,18,6,22,15,15,17,34,85.4
2021,11,7,4.0,1.0,0.333,0.333,0.333,0.333,0.333,0.0,27,4,2,2,2,2,2,0,5,30,88.2
2021,11,8,0.0,0.0,0.0,0.667,1.333,1.0,2.0,3.0,0,0,0,3,5,4,7,15,4,40,89.1
2021,11,9,1.667,1.333,1.667,0.667,0.667,0.667,2.333,2.667,6,5,6,3,3,3,9,12,6,44,89.6
2021,11,10,3.0,1.333,2.333,1.333,1.0,0.667,1.333,0.333,15,5,9,5,4,3,5,2,6,41,95.0
2021,11,11,0.333,0.0,0.667,1.333,2.0,1.333,0.667,0.333,2,0,3,5,7,5,3,2,3,43,82.5
2021,11,12,1.0,1.667,0.667,0.0,0.0,0.333,0.0,0.667,4,6,3,0,0,2,0,3,2,36,82.3
2021,11,13,0.0,0.333,0.0,0.333,0.0,0.333,0.333,0.667,0,2,0,2,0,2,2,3,1,27,81.9
2021,11,14,1.0,0.667,0.0,0.333,0.667,0.667,0.333,1.0,4,3,0,2,3,3,2,4,3,20,77.4
2021,11,15,0.0,0.0,0.333,0.333,1.0,1.667,4.0,4.0,0,0,2,2,4,6,27,27,8,24,79.1
2021,11,16,3.333,4.0,2.667,2.333,2.0,2.333,1.667,2.0,18,27,12,9,7,9,6,7,12,32,79.0
2021,11,17,3.333,2.333,3.333,3.0,1.667,2.0,2.0,2.667,18,9,18,15,6,7,7,12,12,29,78.5
2021,11,18,2.0,2.333,1.333,1.0,0.333,1.0,0.333,1.0,7,9,5,4,2,4,2,4,5,23,77.1
2021,11,19,1.333,0.333,0.667,0.667,1.667,1.667,1.333,1.333,5,2,3,3,6,6,5,5,4,22,77.0
2021,11,20,2.333,1.0,1.333,2.0,2.333,3.333,2.333,2.667,9,4,5,7,9,18,9,12,9,22,79.7
2021,11,21,3.0,2.667,2.0,2.667,2.667,3.333,2.333,2.667,15,12,7,12,12,18,9,12,12,23,77.9
2021,11,22,3.0,3.0,0.333,1.0,1.0,2.0,2.333,2.333,15,15,2,4,4,7,9,9,8,23,77.5
2021,11,23,1.667,2.333,1.333,3.0,1.667,2.667,2.0,2.333,6,9,5,15,6,12,7,9,9,33,78.9
2021,11,24,1.667,1.667,1.333,1.0,0.667,0.667,0.333,1.0,6,6,5,4,3,3,2,4,4,43,84.4
2021,11,25,1.333,2.333,1.0,1.0,0.667,0.667,0.667,0.667,5,9,4,4,3,3,3,3,4,26,82.7
2021,11,26,0.333,0.667,0.667,0.333,0.333,1.333,0.0,0.333,2,3,3,2,2,5,0,2,2,44,91.1
2021,11,27,0.0,0.333,0.333,0.333,0.667,0.667,0.667,3.0,0,2,2,2,3,3,3,15,4,41,90.0
2021,11,28,3.0,3.0,1.667,1.333,0.667,1.0,1.667,3.333,15,15,6,5,3,4,6,18,9,48,91.0
2021,11,29,3.667,3.333,0.667,0.667,0.667,0.667,2.0,1.0,22,18,3,3,3,3,7,4,8,44,89.8
2021,11,30,0.333,0.0,0.667,0.333,0.333,1.0,2.0,5.333,2,0,3,2,2,4,7,56,10,59,87.5
2021,12,1,4.0,3.667,2.667,2.333,3.0,3.333,3.0,3.667,27,22,12,9,15,18,15,22,18,43,84.0
2021,12,2,2.333,1.667,3.0,1.333,1.667,2.667,2.667,2.0,9,6,15,5,6,12,12,7,9,38,84.2
2021,12,3,0.667,0.667,0.333,2.0,2.333,3.0,3.333,2.0,3,3,2,7,9,15,18,7,8,29,82.9
2021,12,4,3.0,2.333,2.333,0.667,0.667,1.0,2.0,0.667,15,9,9,3,3,4,7,3,7,19,85.6
2021,12,5,1.333,2.0,0.333,1.0,1.333,3.0,2.667,2.333,5,7,2,4,5,15,12,9,7,24,80.3
2021,12,6,2.0,0.667,1.667,1.333,1.667,2.667,1.667,1.667,7,3,6,5,6,12,6,6,6,13,77.6
2021,12,7,2.333,1.333,0.333,0.0,0.333,1.333,0.667,0.333,9,5,2,0,2,5,3,2,4,12,76.6
2021,12,8,1.0,0.667,1.667,1.333,0.333,0.667,0.333,1.0,4,3,6,5,2,3,2,4,4,6,74.6
2021,12,9,0.667,0.667,0.0,0.0,0.333,0.667,0.0,0.0,3,3,0,0,2,3,0,0,1,0,74.4
2021,12,10,0.0,0.333,0.333,0.333,0.333,1.0,0.667,1.667,0,2,2,2,2,4,3,6,3,0,73.4
2021,12,11,2.0,3.333,1.0,0.0,0.0,0.0,0.333,0.333,7,18,4,0,0,0,2,2,4,0,73.9
2021,12,12,1.0,1.333,0.0,0.0,0.0,1.0,1.333,0.333,4,5,0,0,0,4,5,2,2,13,77.4
2021,12,13,0.333,2.667,2.0,1.667,0.0,0.0,0.333,0.333,2,12,7,6,0,0,2,2,4,24,78.2
2021,12,14,1.333,1.333,1.333,0.667,0.667,1.333,1.0,1.0,5,5,5,3,3,5,4,4,4,46,86.2
2021,12,15,1.0,2.0,2.0,2.667,2.333,3.333,1.667,1.667,4,7,7,12,9,18,6,6,9,78,99.3
2021,12,16,1.667,2.333,3.0,2.0,1.0,1.333,1.667,2.0,6,9,15,7,4,5,6,7,7,107,114.2
2021,12,17,1.667,1.0,0.667,0.333,0.333,0.333,0.0,0.333,6,4,3,2,2,2,0,2,3,111,117.0
2021,12,18,0.333,0.0,0.333,0.333,1.0,1.0,1.667,0.667,2,0,2,2,4,4,6,3,3,109,117.4
2021,12,19,0.333,0.0,0.0,0.667,2.0,3.667,4.0,5.0,2,0,0,3,7,22,27,48,14,118,111.6
2021,12,20,3.667,3.0,2.333,3.333,2.333,3.0,2.0,2.667,22,15,9,18,9,15,7,12,13,121,118.8
2021,12,21,3.667,1.667,1.667,0.667,2.333,2.333,2.667,1.0,22,6,6,3,9,9,12,4,9,132,132.2
2021,12,22,2.0,2.333,2.0,2.0,3.0,2.0,3.0,2.333,7,9,7,7,15,7,15,9,10,150,135.8
2021,12,23,2.333,0.0,0.333,0.667,0.667,0.333,1.333,1.0,9,0,2,3,3,2,5,4,4,145,125.6
2021,12,24,0.667,0.667,0.667,1.333,1.0,1.0,1.667,2.333,3,3,3,5,4,4,6,9,5,118,122.1
2021,12,25,1.333,1.0,2.0,1.667,2.667,2.0,1.667,0.667,5,4,7,6,12,7,6,3,6,114,126.5
2021,12,26,0.667,0.333,0.0,1.0,0.333,0.333,1.667,0.667,3,2,0,4,2,2,6,3,3,95,121.2
2021,12,27,1.667,1.333,2.333,2.333,4.0,2.667,2.0,0.667,6,5,9,9,27,12,7,3,10,107,119.9
2021,12,28,2.333,2.667,2.667,1.667,1.667,2.333,0.667,0.333,9,12,12,6,6,9,3,2,7,103,116.5
2021,12,29,1.0,2.0,0.667,1.0,1.333,2.0,1.333,2.333,4,7,3,4,5,7,5,9,6,87,107.8
2021,12,30,3.0,2.333,1.667,2.333,2.333,1.333,1.333,0.333,15,9,6,9,9,5,5,2,8,69,99.0
2021,12,31,0.0,0.333,1.0,0.333,1.333,2.0,0.667,1.0,0,2,4,2,5,7,3,4,3,60,98.2
2022,1,1,2.333,4.0,2.333,1.667,1.667,3.0,3.0,1.333,9,27,9,6,6,15,15,5,12,48,90.8
2022,1,2,3.0,1.667,1.333,1.333,1.0,2.333,2.333,3.333,15,6,5,5,4,9,9,18,9,27,86.0
2022,1,3,2.0,4.0,3.333,3.0,2.0,1.333,1.667,2.0,7,27,18,15,7,5,6,7,12,10,81.3
2022,1,4,2.333,3.0,0.667,1.333,0.667,0.0,0.333,0.333,9,15,3,5,3,0,2,2,5,10,82.7
2022,1,5,0.667,2.333,0.0,0.0,0.667,1.333,0.0,0.0,3,9,0,0,3,5,0,0,2,23,81.0
2022,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0,0,0,0,0,0,2,0,0,34,90.6
2022,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,44,103.8
2022,1,8,0.0,0.0,1.0,0.667,1.0,1.333,5.0,4.667,0,0,4,3,4,5,48,39,13,44,99.1
2022,1,9,3.0,2.333,2.0,0.667,2.0,1.333,2.0,2.667,15,9,7,3,7,5,7,12,8,54,98.7
2022,1,10,2.333,2.0,0.333,0.333,1.0,2.0,2.333,1.667,9,7,2,2,4,7,9,6,6,54,98.8
2022,1,11,0.667,1.333,0.667,1.0,1.333,2.0,0.667,0.0,3,5,3,4,5,7,3,0,4,51,96.7
2022,1,12,0.333,1.0,0.0,0.0,0.667,1.0,1.333,1.0,2,4,0,0,3,4,5,4,3,76,99.8
2022,1,13,1.0,0.0,0.0,0.333,0.333,0.333,1.0,1.0,4,0,0,2,2,2,4,4,2,85,102.1
2022,1,14,0.0,0.0,0.333,1.0,2.0,2.667,4.0,5.667,0,0,2,4,7,12,27,67,15,98,106.6
2022,1,15,4.333,3.667,2.333,1.667,2.667,3.0,4.0,4.667,32,22,9,6,12,15,27,39,20,95,111.8
2022,1,16,3.667,3.333,2.333,2.667,2.333,2.667,4.333,3.0,22,18,9,12,9,12,32,15,16,102,115.6
2022,1,17,3.0,0.667,1.0,2.0,2.333,2.667,2.667,2.333,15,3,4,7,9,12,12,9,9,80,109.9
2022,1,18,5.0,3.333,3.0,2.0,2.333,3.0,2.667,3.0,48,18,15,7,9,15,12,15,17,66,110.8
2022,1,19,5.333,5.0,3.333,3.0,3.0,2.0,2.0,3.0,56,48,18,15,15,7,7,15,23,58,101.9
2022,1,20,3.333,0.333,0.667,0.333,0.333,0.667,0.333,0.333,18,2,3,2,2,3,2,2,4,57,96.1
2022,1,21,0.333,0.0,0.667,1.0,2.667,2.667,2.333,3.333,2,0,3,4,12,12,9,18,8,23,94.3
2022,1,22,2.333,3.0,2.0,1.0,2.333,2.333,1.667,3.0,9,15,7,4,9,9,6,15,9,24,92.2
2022,1,23,2.667,3.0,2.0,2.0,1.333,1.333,0.0,0.333,12,15,7,7,5,5,0,2,7,20,90.6
2022,1,24,0.333,0.0,0.667,0.333,1.333,0.667,1.0,2.0,2,0,3,2,5,3,4,7,3,33,92.2
2022,1,25,2.333,2.667,3.0,2.667,2.667,3.333,2.667,3.333,9,12,15,12,12,18,12,18,14,52,97.8
2022,1,26,1.667,2.333,2.333,2.667,1.667,2.667,2.333,3.0,6,9,9,12,6,12,9,15,10,69,98.7
2022,1,27,0.667,0.667,0.667,1.0,2.0,1.333,3.0,2.667,3,3,3,4,7,5,15,12,6,81,103.9
2022,1,28,1.333,1.667,1.667,1.333,1.0,0.667,1.667,3.667,5,6,6,5,4,3,6,22,7,72,110.0
2022,1,29,4.0,4.0,3.0,3.0,3.667,0.667,0.667,1.0,27,27,15,15,22,3,3,4,14,66,121.6
2022,1,30,2.333,2.667,3.0,2.0,2.667,1.667,1.667,3.0,9,12,15,7,12,6,6,15,10,83,125.8
2022,1,31,2.667,2.667,1.667,3.0,1.667,2.333,1.333,2.0,12,12,6,15,6,9,5,7,9,75,125.7
2022,2,1,1.667,1.667,0.667,0.667,1.333,0.667,0.333,3.333,6,6,3,3,5,3,2,18,6,77,124.9
2022,2,2,4.0,2.667,0.667,0.333,1.667,3.667,1.667,1.333,27,12,3,2,6,22,6,5,10,72,124.5
2022,2,3,2.0,4.333,5.0,5.333,4.0,3.0,3.0,2.667,7,32,48,56,27,15,15,12,26,80,122.9
2022,2,4,4.0,4.0,3.667,3.667,4.0,5.333,5.0,4.0,27,27,22,22,27,56,48,27,32,100,126.0
2022,2,5,2.667,3.0,2.0,2.333,3.0,2.667,2.667,1.667,12,15,7,9,15,12,12,6,11,91,122.4
2022,2,6,3.667,3.0,2.667,3.0,3.0,1.667,2.667,2.667,22,15,12,15,15,6,12,12,14,78,120.2
2022,2,7,2.333,1.333,1.0,1.667,1.0,2.333,1.333,2.0,9,5,4,6,4,9,5,7,6,76,123.7
2022,2,8,1.333,0.333,0.667,0.667,1.0,1.333,2.0,1.0,5,2,3,3,4,5,7,4,4,75,119.8
2022,2,9,0.333,0.0,0.0,0.333,0.333,0.0,0.0,2.0,2,0,0,2,2,0,0,7,2,68,122.5
2022,2,10,2.667,2.667,2.0,2.0,2.667,4.667,5.0,4.333,12,12,7,7,12,39,48,32,21,72,114.9
2022,2,11,4.0,3.0,2.0,4.0,1.333,2.667,4.333,4.0,27,15,7,27,5,12,32,27,19,75,110.2
2022,2,12,3.333,3.0,2.333,1.667,2.667,2.667,3.333,3.0,18,15,9,6,12,12,18,15,13,54,107.7
2022,2,13,3.667,3.0,2.333,2.667,3.0,3.333,2.333,3.0,22,15,9,12,15,18,9,15,14,46,102.8
2022,2,14,2.667,1.667,2.333,1.667,1.333,2.0,1.333,0.667,12,6,9,6,5,7,5,3,7,63,103.9
2022,2,15,2.0,2.0,0.667,0.667,0.667,0.667,0.333,0.333,7,7,3,3,3,3,2,2,4,81,111.5
2022,2,16,1.0,2.0,1.667,1.333,2.333,2.667,3.0,2.667,4,7,6,5,9,12,15,12,9,87,100.4
2022,2,17,2.333,1.333,1.0,1.0,1.0,0.0,1.0,1.333,9,5,4,4,4,0,4,5,4,80,94.4
2022,2,18,0.0,0.0,1.333,1.333,1.667,1.667,2.667,2.0,0,0,5,5,6,6,12,7,5,49,91.1
2022,2,19,2.333,2.667,1.333,1.333,2.0,2.667,1.333,2.333,9,12,5,5,7,12,5,9,8,42,93.5
2022,2,20,4.667,3.333,2.333,1.667,0.667,2.0,3.0,1.667,39,18,9,6,3,7,15,6,13,48,91.2
2022,2,21,0.667,0.667,2.0,2.333,4.0,2.667,3.0,2.667,3,3,7,9,27,12,15,12,11,48,95.6
2022,2,22,3.0,4.333,4.667,3.333,2.0,0.333,2.0,1.667,15,32,39,18,7,2,7,6,16,38,93.3
2022,2,23,0.667,0.333,2.0,1.667,2.0,2.0,1.667,2.333,3,2,7,6,7,7,6,9,6,36,93.5
2022,2,24,2.667,3.0,2.333,0.333,0.0,0.333,0.0,1.333,12,15,9,2,0,2,0,5,6,32,90.5
2022,2,25,2.0,2.333,3.0,3.333,2.333,0.333,0.0,1.0,7,9,15,18,9,2,0,4,8,23,94.2
2022,2,26,0.0,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0,0,3,2,0,0,0,0,1,25,94.7
2022,2,27,0.667,1.667,3.667,3.333,3.0,3.0,2.0,1.333,3,6,22,18,15,15,7,5,11,32,95.1
2022,2,28,1.667,2.333,1.333,2.0,2.0,1.667,2.0,1.333,6,9,5,7,7,6,7,5,6,56,97.1
2022,3,1,2.0,2.0,2.333,2.0,2.333,1.667,2.333,1.667,7,7,9,7,9,6,9,6,8,72,97.5
2022,3,2,0.667,0.667,0.667,1.667,0.667,0.667,0.333,1.0,3,3,3,6,3,3,2,4,3,78,107.6
2022,3,3,0.333,0.667,0.333,0.333,1.0,1.333,2.0,2.333,2,3,2,2,4,5,7,9,4,88,109.0
2022,3,4,3.333,2.667,2.0,1.667,1.333,2.0,2.333,3.333,18,12,7,6,5,7,9,18,10,87,111.2
2022,3,5,3.333,1.667,1.667,3.667,4.667,4.0,4.667,5.333,18,6,6,22,39,27,39,56,27,85,118.2
2022,3,6,4.667,3.0,4.667,3.0,3.333,1.0,1.667,2.333,39,15,39,15,18,4,6,9,18,79,113.9
2022,3,7,2.333,2.333,0.667,1.333,3.0,2.333,2.0,1.333,9,9,3,5,15,9,7,5,8,89,116.5
2022,3,8,2.667,2.333,0.333,0.667,0.667,0.0,1.333,2.0,12,9,2,3,3,0,5,7,5,91,113.6
2022,3,9,2.667,0.667,0.667,1.0,1.0,0.667,0.333,1.667,12,3,3,4,4,3,2,6,5,89,113.1
2022,3,10,1.667,0.667,1.333,1.333,1.333,2.333,3.667,2.333,6,3,5,5,5,9,22,9,8,94,125.4
2022,3,11,4.0,3.333,4.0,2.333,3.0,3.0,3.0,4.333,27,18,27,9,15,15,15,32,20,91,124.9
2022,3,12,4.667,4.333,2.333,1.0,1.0,0.333,1.0,1.333,39,32,9,4,4,2,4,5,12,91,123.1
2022,3,13,1.333,0.667,0.333,4.0,5.667,5.333,5.667,6.333,5,3,2,27,67,56,67,94,40,85,121.4
2022,3,14,5.667,2.667,1.667,1.667,1.667,2.0,0.667,1.0,67,12,6,6,6,7,3,4,14,84,113.6
2022,3,15,1.0,1.333,0.667,0.333,1.667,2.0,1.333,3.0,4,5,3,2,6,7,5,15,6,75,109.2
2022,3,16,0.667,0.0,0.667,1.333,2.0,2.0,2.333,2.0,3,0,3,5,7,7,9,7,5,62,105.5
2022,3,17,2.0,2.0,1.667,1.667,0.667,0.667,0.333,0.667,7,7,6,6,3,3,2,3,5,50,101.8
2022,3,18,2.0,0.0,0.0,0.0,0.667,0.667,0.667,0.333,7,0,0,0,3,3,3,2,2,35,96.8
2022,3,19,0.667,0.333,2.0,1.667,0.333,0.667,1.333,2.0,3,2,7,6,2,3,5,7,4,36,93.5
2022,3,20,3.0,3.333,2.0,1.0,0.667,1.0,0.667,2.667,15,18,7,4,3,4,3,12,8,52,94.1
2022,3,21,2.0,0.0,0.333,0.333,0.667,0.667,0.667,1.0,7,0,2,2,3,3,3,4,3,51,97.0
2022,3,22,2.0,2.667,1.333,0.333,1.667,1.667,3.333,2.333,7,12,5,2,6,6,18,9,8,47,105.2
2022,3,23,2.0,1.0,1.667,1.333,1.667,2.0,1.667,0.667,7,4,6,5,6,7,6,3,6,49,104.9
2022,3,24,3.333,2.667,1.333,2.333,3.333,2.333,1.0,1.667,18,12,5,9,18,9,4,6,10,51,110.9
2022,3,25,3.0,2.667,1.333,2.0,2.0,1.667,1.667,0.667,15,12,5,7,7,6,6,3,8,51,111.8
2022,3,26,2.0,0.333,0.667,1.333,0.333,2.0,3.0,2.0,7,2,3,5,2,7,15,7,6,61,118.1
2022,3,27,1.667,2.0,2.0,3.333,2.667,4.0,4.0,3.333,6,7,7,18,12,27,27,18,15,96,129.7
2022,3,28,4.0,3.667,1.333,1.0,1.0,0.667,0.667,1.0,27,22,5,4,4,3,3,4,9,137,155.4
2022,3,29,1.0,2.0,1.667,1.333,1.667,2.667,2.333,2.333,4,7,6,5,6,12,9,9,7,142,148.7
2022,3,30,0.0,0.667,0.667,1.667,0.333,2.0,2.0,3.333,0,3,3,6,2,7,7,18,6,115,151.0
2022,3,31,4.667,4.667,3.667,3.667,4.667,4.333,2.333,2.333,39,39,22,22,39,32,9,9,26,124,239.0
2022,4,1,3.0,3.0,2.667,3.333,4.0,2.667,2.333,2.333,15,15,12,18,27,12,9,9,15,130,146.4
2022,4,2,3.667,4.667,4.0,1.667,2.333,2.667,4.333,2.667,22,39,27,6,9,12,32,12,20,121,143.2
2022,4,3,3.0,1.333,1.0,0.333,1.667,2.667,2.333,2.0,15,5,4,2,6,12,9,7,8,118,140.2
2022,4,4,3.667,3.667,2.667,2.0,1.667,2.0,2.333,0.333,22,22,12,7,6,7,9,2,11,82,128.0
2022,4,5,1.333,2.0,2.0,1.667,1.333,1.333,1.333,1.0,5,7,7,6,5,5,5,4,6,86,122.5
2022,4,6,2.667,1.0,1.333,1.333,1.0,1.667,1.0,1.333,12,4,5,5,4,6,4,5,6,74,117.1
2022,4,7,1.333,3.667,2.667,2.667,2.0,2.333,2.0,2.667,5,22,12,12,7,9,7,12,11,57,111.3
